name,label,category,subcategory
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,HcD,CORAL (CO),Digitate (DIG)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,SP_mass,SPONGE (SP),Sponge Massive (SPM)
20241213_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q2_barracuda.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20241213_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,OTH,OTHERS (OTS),Others (OTS)
20241213_Q2_barracuda.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q2_barracuda.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,TAPE,TAPE (TP),Tape (TP)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,OTH,OTHERS (OTS),Others (OTS)
20241213_Q3_positive.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q3_positive.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,BCM,BENTHIC CYANOBACTERIAL MAT (BCM),Benthic Cyanobacterial Mat ( BCM)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,HC_encr,CORAL (CO),Encrusting ( ENCR)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,SP_enc,SPONGE (SP),Sponge Encrusting (SPE)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,OTH,OTHERS (OTS),Others (OTS)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241213_Q3_positive.png,HC_massive,CORAL (CO),Massive (MAS)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,TAPE,TAPE (TP),Tape (TP)
20241213_Q3_positive.png,Malgae,MACROALGAE ( AG),Macroalgae (ALG)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q3_positive.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q3_positive.png,TAPE,TAPE (TP),Tape (TP)
20241213_Q3_positive.png,OTH,OTHERS (OTS),Others (OTS)
20241213_Q3_positive.png,D_coral,Dead Coral (DC),Dead Coral Rock (DCR)
20241213_Q3_positive.png,OTH,OTHERS (OTS),Others (OTS)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,Sand,SAND (SA),Sand (SA)
20241213_Q3_positive.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Coral_TA,TURF ALGAE (TA),Rubble with Turf Algae ( CCA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,TAPE,TAPE (TP),Tape (TP)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,CCA,CRUSTOSE CORALLINE ALGAE (CCA),Crustose Coraline Algae (CCA)
20241213_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,C_branch,CORAL (CO),Branching (BR)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Rubble,RUBBLE (RB),Rubble (Not Coral) (RB)
20241213_Q4_negative.png,Sand,SAND (SA),Sand (SA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
20241213_Q4_negative.png,Turf,TURF ALGAE (TA),Turf Algae (TA)
